deal_value,calls,emails,meetings,stage,industry,company_size,won
20508.52,3,6,0,NEW,OTHER,LARGE,0
2528.82,2,0,0,CONTACTED,FINANCE,SMALL,0
46518.18,3,2,0,NEW,FINANCE,LARGE,0
8633.3,1,2,0,CONTACTED,TECHNOLOGY,MEDIUM,0
4729.97,5,4,0,CONTACTED,TECHNOLOGY,MEDIUM,0
9156.18,0,0,1,QUALIFIED,FINANCE,LARGE,0
1097.22,5,3,1,LOST,FINANCE,SMALL,0
2072.1,0,0,0,NEW,HEALTHCARE,SMALL,0
6035.03,10,25,4,PROPOSITION,TECHNOLOGY,MEDIUM,1
1043.84,0,5,0,NEW,EDUCATION,SMALL,0
22724.5,0,1,0,CONTACTED,OTHER,LARGE,0
2479.0,5,3,0,NEW,OTHER,SMALL,0
2463.32,1,10,0,NEW,TECHNOLOGY,MEDIUM,0
9537.61,1,0,2,NEW,FINANCE,MEDIUM,0
3918.57,4,1,1,LOST,TECHNOLOGY,MEDIUM,0
3390.75,0,4,0,CONTACTED,TECHNOLOGY,SMALL,0
1384.75,3,1,1,LOST,OTHER,SMALL,0
2654.53,7,3,0,NEW,TECHNOLOGY,MEDIUM,0
1437.89,5,0,1,QUALIFIED,FINANCE,SMALL,0
4642.05,1,1,0,CONTACTED,HEALTHCARE,MEDIUM,0
3892.91,0,2,1,LOST,EDUCATION,MEDIUM,0
4317.36,6,0,0,QUALIFIED,HEALTHCARE,MEDIUM,0
6005.19,6,7,1,CONTACTED,TECHNOLOGY,MEDIUM,0
1659.73,2,6,0,NEW,FINANCE,SMALL,0
4723.63,0,0,1,CONTACTED,HEALTHCARE,MEDIUM,0
6657.78,5,4,0,NEW,TECHNOLOGY,LARGE,0
2199.2,5,6,0,NEW,FINANCE,SMALL,0
20693.14,2,0,1,NEW,TECHNOLOGY,LARGE,0
4044.63,7,2,0,CONTACTED,TECHNOLOGY,SMALL,0
1130.28,8,13,4,NEGOCIATION,FINANCE,SMALL,1
732.05,4,0,1,QUALIFIED,TECHNOLOGY,SMALL,0
33950.13,7,10,0,LOST,HEALTHCARE,LARGE,0
2150.09,7,3,1,NEW,EDUCATION,SMALL,0
10873.64,6,3,2,NEW,OTHER,LARGE,0
7549.04,0,10,0,CONTACTED,TECHNOLOGY,LARGE,0
3899.87,2,3,0,CONTACTED,TECHNOLOGY,SMALL,0
3666.73,0,0,0,NEW,TECHNOLOGY,SMALL,0
1104.92,0,6,1,NEW,HEALTHCARE,MEDIUM,0
1437.83,5,5,1,NEW,EDUCATION,SMALL,0
13339.91,1,4,0,QUALIFIED,TECHNOLOGY,MEDIUM,0
1425.06,11,23,0,NEGOCIATION,OTHER,SMALL,1
1414.73,5,2,0,NEW,TECHNOLOGY,SMALL,0
4147.85,12,21,7,WON,HEALTHCARE,MEDIUM,1
1032.31,2,10,0,CONTACTED,EDUCATION,SMALL,0
770.94,0,7,0,CONTACTED,OTHER,SMALL,0
3060.32,1,0,0,CONTACTED,EDUCATION,SMALL,0
719.48,2,5,0,NEW,OTHER,SMALL,0
5700.81,0,6,0,LOST,FINANCE,MEDIUM,0
8366.14,5,5,0,LOST,OTHER,MEDIUM,0
875.14,17,15,1,NEGOCIATION,TECHNOLOGY,SMALL,1
2822.67,4,0,1,NEW,OTHER,MEDIUM,0
10177.22,0,3,0,NEW,HEALTHCARE,MEDIUM,0
2360.07,5,10,1,CONTACTED,OTHER,SMALL,0
1327.9,19,14,0,PROPOSITION,FINANCE,SMALL,1
51101.76,1,8,0,NEW,HEALTHCARE,LARGE,0
10136.74,0,8,0,NEW,HEALTHCARE,MEDIUM,0
5775.8,0,0,2,CONTACTED,EDUCATION,MEDIUM,0
2863.8,2,3,0,CONTACTED,TECHNOLOGY,MEDIUM,0
1470.38,10,16,4,PROPOSITION,TECHNOLOGY,SMALL,1
5836.18,2,7,0,NEW,TECHNOLOGY,MEDIUM,0
4388.94,4,0,1,NEW,TECHNOLOGY,MEDIUM,0
8633.23,3,0,0,NEW,OTHER,MEDIUM,0
841.44,4,5,0,QUALIFIED,TECHNOLOGY,SMALL,0
856.51,1,5,0,NEW,OTHER,SMALL,0
1979.18,4,7,0,NEW,FINANCE,SMALL,0
15613.93,3,2,1,NEW,TECHNOLOGY,LARGE,0
1321.44,0,6,0,NEW,OTHER,SMALL,0
746.93,8,25,2,NEGOCIATION,EDUCATION,SMALL,1
1825.8,4,11,0,QUALIFIED,FINANCE,SMALL,0
1760.97,2,6,1,CONTACTED,HEALTHCARE,SMALL,0
7274.19,6,12,6,WON,EDUCATION,MEDIUM,1
5122.22,6,7,0,LOST,TECHNOLOGY,MEDIUM,0
4538.89,0,2,0,CONTACTED,OTHER,MEDIUM,0
3256.8,0,8,1,CONTACTED,OTHER,SMALL,0
2236.17,7,0,2,NEW,EDUCATION,MEDIUM,0
2364.2,1,6,1,CONTACTED,TECHNOLOGY,SMALL,0
784.01,0,10,2,LOST,EDUCATION,SMALL,0
1188.94,1,3,2,NEW,TECHNOLOGY,SMALL,0
986.01,9,20,2,NEGOCIATION,TECHNOLOGY,SMALL,1
2673.04,17,22,5,PROPOSITION,TECHNOLOGY,SMALL,1
4725.62,0,5,0,NEW,FINANCE,MEDIUM,0
4875.11,4,14,0,CONTACTED,OTHER,MEDIUM,0
2529.96,4,5,1,LOST,EDUCATION,MEDIUM,0
1556.44,0,6,0,NEW,EDUCATION,SMALL,0
1234.31,9,8,0,CONTACTED,FINANCE,SMALL,0
2190.15,1,11,2,CONTACTED,FINANCE,SMALL,0
11006.44,8,19,7,WON,FINANCE,LARGE,1
10914.82,0,5,2,LOST,OTHER,MEDIUM,0
1798.4,8,6,0,CONTACTED,TECHNOLOGY,MEDIUM,0
1208.02,3,4,0,LOST,OTHER,SMALL,0
13444.43,4,6,0,CONTACTED,HEALTHCARE,MEDIUM,0
1454.52,0,3,0,LOST,FINANCE,SMALL,0
2232.94,0,6,0,CONTACTED,EDUCATION,MEDIUM,0
25676.98,0,1,0,CONTACTED,FINANCE,LARGE,0
15791.47,0,2,1,QUALIFIED,OTHER,LARGE,0
2976.42,2,6,1,NEW,OTHER,MEDIUM,0
1045.31,6,5,0,NEW,FINANCE,SMALL,0
152949.26,5,5,0,CONTACTED,TECHNOLOGY,LARGE,0
4226.24,2,7,0,NEW,HEALTHCARE,MEDIUM,0
690.36,2,0,0,NEW,OTHER,SMALL,0
3815.61,7,2,0,CONTACTED,TECHNOLOGY,SMALL,0
2454.15,2,2,0,CONTACTED,HEALTHCARE,SMALL,0
1232.46,0,10,0,NEW,HEALTHCARE,SMALL,0
1133.93,0,5,0,CONTACTED,EDUCATION,SMALL,0
7361.98,8,8,0,NEW,TECHNOLOGY,MEDIUM,0
1598.05,2,4,2,CONTACTED,EDUCATION,SMALL,0
690.22,3,0,0,NEW,OTHER,SMALL,0
14362.04,6,0,1,CONTACTED,TECHNOLOGY,MEDIUM,0
3788.05,9,10,0,LOST,TECHNOLOGY,MEDIUM,0
12056.31,3,3,0,NEW,OTHER,MEDIUM,0
3426.24,0,9,2,CONTACTED,TECHNOLOGY,SMALL,0
10930.29,9,1,1,NEW,OTHER,LARGE,0
45398.43,4,12,0,CONTACTED,FINANCE,LARGE,0
1305.42,4,1,0,NEW,TECHNOLOGY,SMALL,0
710.98,3,3,0,LOST,OTHER,SMALL,0
3809.45,4,0,1,QUALIFIED,FINANCE,MEDIUM,0
6239.05,3,7,0,NEW,HEALTHCARE,MEDIUM,0
15931.99,16,21,3,WON,FINANCE,LARGE,1
17766.43,2,7,2,NEW,HEALTHCARE,LARGE,0
9760.9,7,23,3,WON,TECHNOLOGY,MEDIUM,1
5239.05,6,7,1,LOST,FINANCE,MEDIUM,0
1186.01,5,10,0,NEW,OTHER,SMALL,0
2568.34,9,14,3,WON,TECHNOLOGY,SMALL,1
1995.87,2,4,0,LOST,EDUCATION,SMALL,0
1082.51,4,4,0,NEW,FINANCE,MEDIUM,0
6355.09,5,2,1,NEW,OTHER,MEDIUM,0
6217.34,3,7,0,NEW,TECHNOLOGY,MEDIUM,0
1826.32,4,8,0,NEW,OTHER,SMALL,0
8391.88,6,6,1,NEW,FINANCE,MEDIUM,0
1291.81,0,4,0,NEW,TECHNOLOGY,SMALL,0
2139.33,3,2,0,CONTACTED,TECHNOLOGY,SMALL,0
1919.51,2,3,0,NEW,TECHNOLOGY,MEDIUM,0
6274.53,7,8,0,NEW,HEALTHCARE,MEDIUM,0
86434.47,6,0,0,NEW,FINANCE,LARGE,0
1099.46,10,25,5,WON,OTHER,SMALL,1
1236.57,0,7,1,NEW,FINANCE,SMALL,0
1267.74,8,0,1,LOST,TECHNOLOGY,SMALL,0
1929.47,8,3,0,NEW,HEALTHCARE,SMALL,0
10465.87,7,1,0,NEW,EDUCATION,LARGE,0
6328.06,1,7,0,NEW,TECHNOLOGY,MEDIUM,0
39846.42,13,18,3,WON,TECHNOLOGY,LARGE,1
2361.79,3,6,0,LOST,TECHNOLOGY,SMALL,0
6387.57,5,6,0,CONTACTED,EDUCATION,LARGE,0
2973.76,0,9,0,NEW,EDUCATION,SMALL,0
42453.18,0,9,0,LOST,FINANCE,LARGE,0
2738.27,0,7,0,LOST,OTHER,SMALL,0
2178.56,4,3,0,CONTACTED,OTHER,SMALL,0
5608.92,1,10,0,QUALIFIED,HEALTHCARE,MEDIUM,0
45373.0,6,7,0,NEW,OTHER,LARGE,0
4730.36,14,26,3,PROPOSITION,TECHNOLOGY,SMALL,1
1122.69,4,26,3,NEGOCIATION,TECHNOLOGY,SMALL,1
46849.13,1,7,1,NEW,TECHNOLOGY,LARGE,0
1731.76,4,2,0,CONTACTED,TECHNOLOGY,SMALL,0
1694.53,2,7,0,NEW,HEALTHCARE,SMALL,0
838.6,1,3,0,QUALIFIED,OTHER,SMALL,0
1568.08,3,2,0,CONTACTED,TECHNOLOGY,SMALL,0
10958.98,6,2,1,QUALIFIED,TECHNOLOGY,LARGE,0
3720.78,2,11,0,CONTACTED,FINANCE,MEDIUM,0
2542.97,0,0,0,CONTACTED,OTHER,MEDIUM,0
16086.96,3,6,0,CONTACTED,FINANCE,LARGE,0
1475.78,0,0,0,NEW,HEALTHCARE,SMALL,0
1897.66,0,4,0,LOST,TECHNOLOGY,SMALL,0
806.44,16,19,2,PROPOSITION,TECHNOLOGY,SMALL,1
877.64,2,4,0,NEW,OTHER,SMALL,0
2166.69,5,0,0,CONTACTED,OTHER,SMALL,0
12604.3,1,1,0,LOST,TECHNOLOGY,LARGE,0
9364.84,6,6,0,NEW,OTHER,MEDIUM,0
2023.6,1,3,1,NEW,HEALTHCARE,SMALL,0
7073.12,9,1,0,NEW,OTHER,MEDIUM,0
11457.68,3,6,0,CONTACTED,FINANCE,MEDIUM,0
17733.35,4,1,1,LOST,HEALTHCARE,LARGE,0
14733.21,14,5,0,NEGOCIATION,FINANCE,LARGE,1
8291.79,5,9,1,QUALIFIED,EDUCATION,MEDIUM,0
6672.22,0,2,0,LOST,TECHNOLOGY,MEDIUM,0
4392.27,0,3,1,CONTACTED,TECHNOLOGY,MEDIUM,0
11326.21,3,2,0,CONTACTED,FINANCE,MEDIUM,0
1626.0,0,6,0,LOST,EDUCATION,SMALL,0
1837.91,5,9,2,QUALIFIED,TECHNOLOGY,SMALL,0
4977.75,1,4,1,NEW,EDUCATION,MEDIUM,0
1133.09,0,0,0,LOST,OTHER,SMALL,0
1879.56,2,4,0,NEW,TECHNOLOGY,SMALL,0
11362.3,5,4,0,LOST,EDUCATION,MEDIUM,0
2258.56,2,5,0,NEW,FINANCE,SMALL,0
5007.23,3,0,0,CONTACTED,OTHER,MEDIUM,0
4460.16,3,2,0,QUALIFIED,TECHNOLOGY,MEDIUM,0
27767.09,1,5,1,LOST,EDUCATION,LARGE,0
2630.38,6,1,0,NEW,OTHER,SMALL,0
2451.9,0,7,0,NEW,OTHER,SMALL,0
4027.42,3,11,0,LOST,EDUCATION,MEDIUM,0
5972.19,0,10,0,NEW,FINANCE,MEDIUM,0
30821.19,11,25,5,NEGOCIATION,HEALTHCARE,LARGE,1
1092.7,9,7,2,NEW,OTHER,SMALL,0
1966.71,5,0,0,QUALIFIED,HEALTHCARE,SMALL,0
4851.71,1,2,1,CONTACTED,TECHNOLOGY,LARGE,0
2301.39,0,8,0,LOST,OTHER,SMALL,0
7304.21,3,9,0,NEW,EDUCATION,MEDIUM,0
2627.46,7,0,1,NEW,EDUCATION,SMALL,0
1483.97,3,9,0,CONTACTED,TECHNOLOGY,SMALL,0
2110.17,0,5,0,NEW,EDUCATION,SMALL,0
3684.82,0,0,0,CONTACTED,FINANCE,SMALL,0
11478.85,3,7,1,NEW,EDUCATION,MEDIUM,0
21581.23,4,10,0,NEW,TECHNOLOGY,LARGE,0
1938.48,4,8,0,NEW,EDUCATION,SMALL,0
9571.51,13,18,4,WON,OTHER,MEDIUM,1
853.72,5,7,0,NEW,TECHNOLOGY,SMALL,0
4048.71,0,6,3,QUALIFIED,OTHER,MEDIUM,0
3525.53,4,7,0,LOST,FINANCE,SMALL,0
43592.5,2,4,0,NEW,OTHER,LARGE,0
6133.73,2,3,0,NEW,OTHER,MEDIUM,0
1991.22,2,3,2,CONTACTED,HEALTHCARE,MEDIUM,0
4769.77,4,0,0,CONTACTED,EDUCATION,MEDIUM,0
3449.73,0,5,0,NEW,OTHER,MEDIUM,0
27770.43,3,4,0,NEW,FINANCE,LARGE,0
3024.17,3,3,2,LOST,FINANCE,MEDIUM,0
10742.83,2,6,0,CONTACTED,EDUCATION,LARGE,0
1423.79,0,6,3,NEW,OTHER,MEDIUM,0
3330.58,3,1,1,NEW,OTHER,SMALL,0
3866.63,4,8,0,NEW,OTHER,MEDIUM,0
1955.84,12,20,1,WON,FINANCE,SMALL,1
4908.17,2,0,2,LOST,OTHER,MEDIUM,0
1060.27,0,3,0,CONTACTED,TECHNOLOGY,SMALL,0
2308.98,2,8,0,NEW,HEALTHCARE,MEDIUM,0
1093.72,5,0,0,NEW,TECHNOLOGY,SMALL,0
1259.43,3,16,3,NEW,FINANCE,SMALL,0
2171.78,2,0,0,LOST,FINANCE,SMALL,0
12619.49,6,3,0,NEW,FINANCE,LARGE,0
4329.66,5,9,0,LOST,EDUCATION,SMALL,0
3021.7,3,2,0,NEW,FINANCE,SMALL,0
7982.57,4,1,0,NEW,FINANCE,MEDIUM,0
4574.28,9,5,1,CONTACTED,TECHNOLOGY,MEDIUM,0
3855.05,3,7,0,CONTACTED,FINANCE,SMALL,0
1621.32,0,0,0,CONTACTED,TECHNOLOGY,SMALL,0
1780.0,0,0,0,CONTACTED,TECHNOLOGY,SMALL,0
24809.51,4,14,0,CONTACTED,HEALTHCARE,LARGE,0
2568.07,0,2,2,NEW,EDUCATION,SMALL,0
2486.06,3,0,2,NEW,HEALTHCARE,SMALL,0
1425.73,1,1,0,LOST,FINANCE,SMALL,0
1385.07,0,5,1,NEW,FINANCE,SMALL,0
7215.18,1,0,0,CONTACTED,OTHER,MEDIUM,0
2585.36,4,11,1,CONTACTED,HEALTHCARE,SMALL,0
1485.23,4,14,1,LOST,FINANCE,SMALL,0
817.63,2,0,0,LOST,TECHNOLOGY,SMALL,0
1630.01,0,4,0,LOST,FINANCE,SMALL,0
2469.48,3,3,1,NEW,FINANCE,SMALL,0
14519.53,3,0,0,CONTACTED,FINANCE,MEDIUM,0
2395.21,12,10,1,WON,HEALTHCARE,MEDIUM,1
16340.47,0,5,1,LOST,HEALTHCARE,LARGE,0
16771.18,0,2,0,LOST,HEALTHCARE,LARGE,0
11086.5,0,1,0,NEW,OTHER,MEDIUM,0
1776.73,2,6,1,LOST,OTHER,SMALL,0
2851.51,18,17,2,WON,EDUCATION,MEDIUM,1
6872.05,3,2,1,LOST,OTHER,MEDIUM,0
3855.35,3,5,0,NEW,TECHNOLOGY,MEDIUM,0
2357.53,0,12,0,NEW,TECHNOLOGY,MEDIUM,0
1157.03,7,7,1,NEW,TECHNOLOGY,SMALL,0
13910.86,8,0,0,QUALIFIED,HEALTHCARE,MEDIUM,0
6188.98,7,10,0,CONTACTED,OTHER,MEDIUM,0
23752.24,9,6,0,CONTACTED,TECHNOLOGY,LARGE,0
1595.68,7,7,0,CONTACTED,OTHER,SMALL,0
2092.42,16,17,3,NEGOCIATION,TECHNOLOGY,SMALL,1
2079.99,7,5,0,NEW,OTHER,SMALL,0
5856.46,6,0,0,NEW,FINANCE,MEDIUM,0
1914.9,7,2,0,NEW,TECHNOLOGY,SMALL,0
2791.68,0,9,1,LOST,FINANCE,SMALL,0
22385.6,2,6,1,LOST,TECHNOLOGY,LARGE,0
1108.8,5,7,1,NEW,TECHNOLOGY,SMALL,0
3403.45,11,23,3,WON,FINANCE,MEDIUM,1
672.16,0,6,2,LOST,OTHER,SMALL,0
16582.29,0,1,0,NEW,HEALTHCARE,MEDIUM,0
8247.4,0,5,1,LOST,FINANCE,MEDIUM,0
12319.65,0,0,1,LOST,HEALTHCARE,LARGE,0
18082.66,5,14,0,CONTACTED,EDUCATION,LARGE,0
1314.96,0,5,0,NEW,TECHNOLOGY,SMALL,0
3909.93,6,24,0,WON,FINANCE,SMALL,1
888.97,0,4,0,QUALIFIED,TECHNOLOGY,SMALL,0
5264.21,11,6,0,NEW,TECHNOLOGY,MEDIUM,0
20415.11,3,23,2,WON,EDUCATION,LARGE,1
2733.72,1,4,1,CONTACTED,TECHNOLOGY,SMALL,0
4617.43,0,8,0,NEW,HEALTHCARE,MEDIUM,0
750.62,5,12,1,NEW,EDUCATION,SMALL,0
4227.34,2,6,0,LOST,TECHNOLOGY,MEDIUM,0
11153.25,5,7,0,LOST,HEALTHCARE,LARGE,0
1881.43,0,4,0,NEW,TECHNOLOGY,SMALL,0
3703.7,8,20,3,NEGOCIATION,OTHER,SMALL,1
757.7,0,4,0,NEW,FINANCE,SMALL,0
3040.77,9,19,2,WON,OTHER,MEDIUM,1
3527.64,5,10,0,QUALIFIED,HEALTHCARE,MEDIUM,0
1493.96,2,7,0,LOST,TECHNOLOGY,SMALL,0
2617.73,6,8,0,NEW,HEALTHCARE,SMALL,0
1657.77,6,0,0,LOST,OTHER,SMALL,0
6307.42,5,0,1,NEW,HEALTHCARE,MEDIUM,0
3376.3,0,11,1,QUALIFIED,OTHER,MEDIUM,0
2028.32,5,8,0,LOST,OTHER,SMALL,0
7837.53,1,10,0,LOST,TECHNOLOGY,MEDIUM,0
3167.25,3,6,1,NEW,TECHNOLOGY,MEDIUM,0
2672.26,10,25,4,NEGOCIATION,HEALTHCARE,SMALL,1
1856.01,0,12,0,LOST,FINANCE,SMALL,0
9202.92,0,0,0,NEW,OTHER,MEDIUM,0
19129.87,4,7,0,LOST,OTHER,LARGE,0
2187.74,1,5,1,NEW,FINANCE,SMALL,0
1771.7,6,4,1,CONTACTED,TECHNOLOGY,SMALL,0
1723.12,17,18,6,NEGOCIATION,OTHER,SMALL,1
5740.83,0,5,1,LOST,TECHNOLOGY,MEDIUM,0
2364.69,2,3,0,NEW,OTHER,SMALL,0
967.99,8,11,0,NEW,FINANCE,SMALL,0
11616.48,0,0,0,NEW,EDUCATION,MEDIUM,0
1610.34,10,6,0,NEW,TECHNOLOGY,MEDIUM,0
1283.82,0,11,0,NEW,HEALTHCARE,SMALL,0
1724.8,4,7,1,NEW,FINANCE,SMALL,0
6294.39,7,3,2,QUALIFIED,HEALTHCARE,MEDIUM,0
3976.22,13,25,4,NEGOCIATION,TECHNOLOGY,SMALL,1
713.98,1,8,0,LOST,EDUCATION,SMALL,0
15438.41,5,0,0,CONTACTED,OTHER,LARGE,0
624.27,0,4,2,NEW,TECHNOLOGY,SMALL,0
5008.91,4,9,1,CONTACTED,TECHNOLOGY,MEDIUM,0
26640.25,4,0,1,NEW,TECHNOLOGY,LARGE,0
4005.4,8,18,6,NEGOCIATION,HEALTHCARE,SMALL,1
1920.45,0,7,0,LOST,HEALTHCARE,SMALL,0
9195.0,7,2,0,NEW,HEALTHCARE,MEDIUM,0
33146.29,0,7,0,NEW,TECHNOLOGY,LARGE,0
16241.52,7,9,1,CONTACTED,FINANCE,LARGE,0
2110.38,9,6,1,CONTACTED,HEALTHCARE,MEDIUM,0
2074.55,17,16,2,WON,FINANCE,SMALL,1
2007.69,0,6,0,NEW,OTHER,MEDIUM,0
3455.09,7,10,1,NEW,TECHNOLOGY,SMALL,0
1667.31,0,0,0,CONTACTED,EDUCATION,SMALL,0
3286.53,3,7,1,CONTACTED,FINANCE,SMALL,0
1422.1,2,2,0,LOST,FINANCE,SMALL,0
5775.1,1,4,0,CONTACTED,EDUCATION,MEDIUM,0
2007.56,1,3,1,QUALIFIED,EDUCATION,SMALL,0
1767.78,2,9,0,CONTACTED,OTHER,SMALL,0
1456.32,9,23,7,NEGOCIATION,TECHNOLOGY,SMALL,1
28990.38,7,10,0,QUALIFIED,TECHNOLOGY,LARGE,0
2819.46,2,0,0,NEW,EDUCATION,MEDIUM,0
987.6,2,8,1,CONTACTED,HEALTHCARE,SMALL,0
3365.77,0,3,0,CONTACTED,TECHNOLOGY,SMALL,0
2600.83,1,1,1,CONTACTED,TECHNOLOGY,SMALL,0
23066.21,6,0,0,CONTACTED,TECHNOLOGY,LARGE,0
13347.51,0,5,0,CONTACTED,OTHER,MEDIUM,0
4185.33,2,5,0,LOST,TECHNOLOGY,MEDIUM,0
10868.48,5,1,0,NEW,FINANCE,MEDIUM,0
1973.94,0,7,0,CONTACTED,TECHNOLOGY,SMALL,0
2657.52,0,10,0,LOST,FINANCE,MEDIUM,0
14895.64,3,4,0,NEW,TECHNOLOGY,MEDIUM,0
2967.14,4,1,0,CONTACTED,HEALTHCARE,SMALL,0
1701.88,5,3,1,CONTACTED,TECHNOLOGY,SMALL,0
7603.03,2,7,0,CONTACTED,OTHER,MEDIUM,0
16604.14,5,8,0,CONTACTED,TECHNOLOGY,LARGE,0
2736.88,5,3,0,NEW,HEALTHCARE,SMALL,0
4130.88,1,0,0,CONTACTED,OTHER,LARGE,0
2665.43,3,2,0,LOST,EDUCATION,MEDIUM,0
2950.2,1,2,0,CONTACTED,HEALTHCARE,SMALL,0
1595.87,7,0,0,NEW,FINANCE,SMALL,0
2005.75,4,0,1,CONTACTED,FINANCE,SMALL,0
2190.6,5,23,4,PROPOSITION,EDUCATION,MEDIUM,1
4554.78,0,10,0,CONTACTED,OTHER,SMALL,0
3278.91,1,10,0,NEW,EDUCATION,SMALL,0
4357.22,11,23,1,WON,HEALTHCARE,MEDIUM,1
3855.22,1,8,0,NEW,EDUCATION,MEDIUM,0
3025.41,8,1,1,NEW,FINANCE,SMALL,0
4871.88,8,18,4,NEGOCIATION,TECHNOLOGY,SMALL,1
2912.83,4,3,0,CONTACTED,HEALTHCARE,SMALL,0
18089.4,2,10,0,NEW,OTHER,MEDIUM,0
2825.92,4,7,3,CONTACTED,TECHNOLOGY,MEDIUM,0
1200.28,2,6,0,LOST,EDUCATION,SMALL,0
2408.2,1,8,1,NEW,TECHNOLOGY,MEDIUM,0
6406.42,1,6,0,CONTACTED,HEALTHCARE,MEDIUM,0
5460.86,8,4,0,QUALIFIED,TECHNOLOGY,MEDIUM,0
4486.51,3,4,0,CONTACTED,FINANCE,MEDIUM,0
2709.8,2,0,2,NEW,OTHER,SMALL,0
3348.15,1,7,0,NEW,FINANCE,SMALL,0
1967.66,4,10,0,CONTACTED,EDUCATION,MEDIUM,0
3435.15,0,2,1,CONTACTED,OTHER,MEDIUM,0
8039.21,5,4,0,NEW,OTHER,MEDIUM,0
1431.0,6,3,0,NEW,TECHNOLOGY,SMALL,0
12597.53,4,10,0,LOST,FINANCE,LARGE,0
9055.45,2,7,0,NEW,TECHNOLOGY,MEDIUM,0
948.85,7,11,1,NEW,OTHER,SMALL,0
1554.97,6,0,1,NEW,OTHER,SMALL,0
5986.05,3,4,0,QUALIFIED,HEALTHCARE,MEDIUM,0
3483.2,4,18,5,WON,OTHER,MEDIUM,1
2674.66,10,15,5,PROPOSITION,HEALTHCARE,SMALL,1
14791.18,1,5,0,QUALIFIED,HEALTHCARE,LARGE,0
3656.68,4,0,0,CONTACTED,TECHNOLOGY,SMALL,0
1697.86,1,5,1,CONTACTED,OTHER,SMALL,0
35238.31,0,10,0,NEW,TECHNOLOGY,LARGE,0
37131.34,3,4,0,CONTACTED,OTHER,LARGE,0
3372.72,0,3,1,CONTACTED,OTHER,MEDIUM,0
5232.06,5,7,2,NEW,EDUCATION,LARGE,0
2165.44,3,4,0,LOST,TECHNOLOGY,SMALL,0
23169.73,5,11,0,CONTACTED,FINANCE,LARGE,0
2387.29,6,14,2,WON,TECHNOLOGY,SMALL,1
1614.43,0,7,1,LOST,FINANCE,SMALL,0
1457.95,1,4,0,LOST,TECHNOLOGY,SMALL,0
4935.63,7,2,1,NEW,OTHER,SMALL,0
865.95,3,5,0,NEW,HEALTHCARE,SMALL,0
2609.66,7,1,1,NEW,FINANCE,SMALL,0
1356.55,0,0,0,CONTACTED,FINANCE,SMALL,0
1528.6,2,4,0,NEW,FINANCE,SMALL,0
4063.25,2,2,0,CONTACTED,HEALTHCARE,MEDIUM,0
1209.89,3,5,0,LOST,HEALTHCARE,SMALL,0
2405.74,4,0,0,NEW,OTHER,SMALL,0
11320.68,3,3,0,CONTACTED,FINANCE,MEDIUM,0
30607.78,3,8,0,NEW,OTHER,LARGE,0
5229.28,6,3,0,NEW,OTHER,MEDIUM,0
1104.09,0,1,0,CONTACTED,TECHNOLOGY,SMALL,0
6701.56,1,7,2,CONTACTED,OTHER,MEDIUM,0
5314.4,1,5,2,NEW,TECHNOLOGY,SMALL,0
1494.66,0,2,0,CONTACTED,OTHER,SMALL,0
1498.18,4,0,0,LOST,FINANCE,SMALL,0
3509.91,5,6,0,NEW,OTHER,MEDIUM,0
1415.58,2,7,0,NEW,OTHER,SMALL,0
458.22,14,22,5,PROPOSITION,OTHER,SMALL,1
2213.91,3,11,0,CONTACTED,OTHER,SMALL,0
12186.86,4,4,1,NEW,FINANCE,LARGE,0
1870.28,2,9,1,NEW,TECHNOLOGY,MEDIUM,0
2634.89,3,23,0,WON,FINANCE,SMALL,1
2567.76,2,7,0,NEW,TECHNOLOGY,MEDIUM,0
4011.01,3,0,0,NEW,EDUCATION,MEDIUM,0
11847.42,5,0,0,NEW,FINANCE,MEDIUM,0
893.72,2,5,0,QUALIFIED,OTHER,SMALL,0
7534.0,6,3,0,CONTACTED,HEALTHCARE,LARGE,0
2068.65,2,11,1,NEW,OTHER,SMALL,0
9795.64,5,1,0,NEW,TECHNOLOGY,MEDIUM,0
822.9,4,3,0,CONTACTED,OTHER,SMALL,0
2216.86,0,3,0,NEW,OTHER,SMALL,0
2417.53,1,15,1,NEW,FINANCE,SMALL,0
1428.68,0,3,0,NEW,HEALTHCARE,MEDIUM,0
2695.26,2,2,0,NEW,OTHER,SMALL,0
8316.22,0,11,1,NEW,TECHNOLOGY,MEDIUM,0
1547.05,5,7,1,CONTACTED,HEALTHCARE,SMALL,0
10419.22,3,4,1,NEW,FINANCE,MEDIUM,0
9719.34,0,13,0,QUALIFIED,TECHNOLOGY,MEDIUM,0
5228.45,0,6,0,CONTACTED,FINANCE,MEDIUM,0
3748.58,6,1,0,CONTACTED,TECHNOLOGY,MEDIUM,0
2741.62,9,1,2,LOST,TECHNOLOGY,MEDIUM,0
1774.4,8,24,5,NEGOCIATION,TECHNOLOGY,SMALL,1
6917.82,0,0,0,QUALIFIED,OTHER,MEDIUM,0
1537.5,0,11,0,QUALIFIED,HEALTHCARE,SMALL,0
1314.88,6,10,1,LOST,OTHER,MEDIUM,0
10522.05,3,3,1,CONTACTED,FINANCE,MEDIUM,0
1988.45,10,21,6,WON,FINANCE,SMALL,1
1495.46,10,17,3,WON,HEALTHCARE,SMALL,1
2775.48,0,7,0,NEW,FINANCE,SMALL,0
